Clase,Activacion
Kunzea,0.010276771150529385
Kunzea,0.04343479871749878
Kunzea,0.14528538286685944
Kunzea,0.011207816191017628
Kunzea,0.009290383197367191
Kunzea,0.023973846808075905
Kunzea,0.4825908839702606
Kunzea,0.9921565055847168
Kunzea,0.004923447035253048
Kunzea,0.004853042308241129
Kunzea,0.9980964064598083
Kunzea,0.03983844444155693
Kunzea,0.9695780277252197
Kunzea,0.02036995068192482
Kunzea,0.005031341686844826
Kunzea,0.39395588636398315
Kunzea,0.5540839433670044
Kunzea,0.007225501351058483
Kunzea,0.02738307975232601
Kunzea,0.0047479658387601376
Kunzea,0.010342077352106571
Kunzea,0.009438433684408665
Kunzea,0.03248176723718643
Kunzea,0.0015591215342283249
Kunzea,0.003118825377896428
Kunzea,0.0006834896630607545
Kunzea,0.0031313076615333557
Kunzea,0.0026672284584492445
Kunzea,0.007519732229411602
Kunzea,0.003033866174519062
Kunzea,0.042968668043613434
Kunzea,0.011453626677393913
Kunzea,0.25756627321243286
Kunzea,0.07938680797815323
Kunzea,0.7038005590438843
Kunzea,0.011375846341252327
Kunzea,0.8494769930839539
Kunzea,0.01571466587483883
Kunzea,0.024095013737678528
Kunzea,0.0023154851514846087
Kunzea,0.0037454168777912855
Kunzea,0.011522586457431316
Kunzea,0.011252334341406822
Kunzea,0.4361741244792938
Kunzea,0.6292374730110168
Kunzea,0.15836623311042786
Kunzea,0.0025995131582021713
Kunzea,0.00048654148122295737
Kunzea,0.003837976139038801
Kunzea,0.04307251423597336
Kunzea,0.006212280597537756
Kunzea,0.01310774963349104
Kunzea,0.32863619923591614
Kunzea,0.01594485528767109
Kunzea,0.006634763907641172
Kunzea,0.11195257306098938
Kunzea,0.005305849481374025
Kunzea,0.05255483090877533
Kunzea,0.8160911202430725
Kunzea,0.0005542392027564347
Kunzea,0.18001270294189453
Kunzea,0.0017453788314014673
Kunzea,0.0044515905901789665
Kunzea,0.0014626565389335155
Kunzea,0.19992104172706604
Kunzea,0.01942070946097374
Kunzea,0.4833468198776245
Kunzea,0.008594293147325516
Kunzea,0.0037231871392577887
Kunzea,0.027432013303041458
Kunzea,0.4636993110179901
Kunzea,0.03630729764699936
Kunzea,0.002653908682987094
Kunzea,0.9998840093612671
Kunzea,0.29984766244888306
Kunzea,0.001950218458659947
Kunzea,0.04104365035891533
Kunzea,0.0380079559981823
Kunzea,0.08266256749629974
Kunzea,0.005904440302401781
Kunzea,0.25611117482185364
Kunzea,0.25616350769996643
Kunzea,0.449502557516098
Kunzea,0.06594431400299072
Kunzea,0.0023067137226462364
Kunzea,0.018112216144800186
Kunzea,0.14551801979541779
Kunzea,0.0008466043509542942
Kunzea,0.018093425780534744
Kunzea,0.007159811910241842
Kunzea,0.0026593198999762535
Kunzea,0.003938163165003061
Kunzea,0.04950234666466713
Kunzea,0.0014401032822206616
Kunzea,0.017180323600769043
Kunzea,0.2549932301044464
Kunzea,0.0022536779288202524
Kunzea,0.09554826468229294
Kunzea,0.0007683903677389026
Kunzea,0.053385939449071884
Kunzea,0.00478706369176507
Kunzea,0.09999741613864899
Kunzea,0.014735942706465721
Kunzea,0.020640743896365166
Kunzea,0.0027697666082531214
Kunzea,0.0018135199788957834
Kunzea,0.0031248247250914574
Kunzea,0.0038950981106609106
Kunzea,0.018131203949451447
Kunzea,0.014379867352545261
Kunzea,0.7669708728790283
Kunzea,0.8598790764808655
Kunzea,0.018122997134923935
Kunzea,0.010273642838001251
Kunzea,0.019282739609479904
Kunzea,0.003400792134925723
Kunzea,0.006077646277844906
Kunzea,0.08857929706573486
Kunzea,0.005076714791357517
Kunzea,0.006368737202137709
Kunzea,0.0012630714336410165
Kunzea,0.019919415935873985
Kunzea,0.0019760439172387123
Kunzea,0.002895569195970893
Kunzea,0.0016780043952167034
Kunzea,0.018866773694753647
Kunzea,0.022320622578263283
Kunzea,0.08802380412817001
Kunzea,0.012063857167959213
Kunzea,0.011942464858293533
Kunzea,0.040212519466876984
Kunzea,0.03788670897483826
Kunzea,0.01788962632417679
Kunzea,0.6724317073822021
Kunzea,0.3342045247554779
Kunzea,0.0022331667132675648
Kunzea,0.004486060701310635
Kunzea,0.9862616658210754
Kunzea,0.004209265112876892
Kunzea,0.0048768846318125725
Kunzea,0.010984900407493114
Kunzea,0.005729670636355877
Kunzea,0.08206912875175476
Kunzea,0.02225044183433056
Kunzea,0.009947100654244423
Kunzea,0.0016848003724589944
Kunzea,0.033524833619594574
Kunzea,0.3842823803424835
Kunzea,0.02745840512216091
Kunzea,0.9281613230705261
Kunzea,0.001258457195945084
Kunzea,0.021695617586374283
Kunzea,0.0020348953548818827
Kunzea,0.8246225118637085
Kunzea,0.8268423080444336
Kunzea,0.017617952078580856
Kunzea,0.014020826667547226
Kunzea,0.0033438692335039377
Kunzea,0.7762513160705566
Kunzea,0.02289087325334549
Kunzea,0.0040174247696995735
Kunzea,0.12315602600574493
Kunzea,0.010076964274048805
Kunzea,0.001579486415721476
Kunzea,0.16432508826255798
Kunzea,0.23230674862861633
Kunzea,0.21751628816127777
Kunzea,0.014670462347567081
Kunzea,0.013172897510230541
Kunzea,0.18473312258720398
Kunzea,0.04614579677581787
Kunzea,0.003186051035299897
Kunzea,0.0046753049828112125
Kunzea,0.0003713308833539486
Lepto,0.41970598697662354
Lepto,0.999945878982544
Lepto,0.9994631409645081
Lepto,0.11475187540054321
Lepto,0.9999203681945801
Lepto,0.6834405660629272
Lepto,0.03492487967014313
Lepto,0.9999938011169434
Lepto,0.7572810053825378
Lepto,0.3943980038166046
Lepto,0.953173816204071
Lepto,0.17130203545093536
Lepto,0.9999995231628418
Lepto,0.005801833234727383
Lepto,0.8214113116264343
Lepto,0.6067014932632446
Lepto,0.9789911508560181
Lepto,0.09477714449167252
Lepto,0.9988466501235962
Lepto,0.9999980926513672
Lepto,0.1505417823791504
Lepto,0.9201086163520813
Lepto,0.06748057156801224
Lepto,0.03910645842552185
Lepto,0.9997275471687317
Lepto,0.14762906730175018
Lepto,0.9999998807907104
Lepto,0.015573570504784584
Lepto,0.6617940068244934
Lepto,0.9979268312454224
Lepto,0.9569861888885498
Lepto,0.9708263874053955
Lepto,0.02481052465736866
Lepto,0.015850113704800606
Lepto,0.9900107979774475
Lepto,0.9999676942825317
Lepto,0.7074946165084839
Lepto,0.4307515323162079
Lepto,0.22106333076953888
Lepto,0.9999983310699463
Lepto,1.0
Lepto,0.01601053588092327
Lepto,0.8559989929199219
Lepto,0.854625403881073
Lepto,0.9971505999565125
Lepto,0.8870316743850708
Lepto,0.9158992767333984
Lepto,0.999990701675415
Lepto,0.9356766939163208
Lepto,0.9814751148223877
Lepto,0.9998712539672852
Lepto,0.008970359340310097
Lepto,0.008546249940991402
Lepto,0.3204120397567749
Lepto,1.0
Lepto,0.03283160924911499
Lepto,0.007291120011359453
Lepto,0.006371716037392616
Lepto,0.7030593156814575
Lepto,0.41219213604927063
Lepto,0.9795881509780884
Lepto,0.9798010587692261
Lepto,0.9519925713539124
Lepto,0.99940025806427
Lepto,0.9995505213737488
Lepto,0.08660437911748886
Lepto,0.9619188904762268
Lepto,0.03044460155069828
Lepto,0.9999977350234985
Lepto,0.9921244978904724
Lepto,0.8962825536727905
Lepto,0.5109187364578247
Lepto,0.9877609014511108
Lepto,0.9976540207862854
Lepto,0.06098763272166252
Lepto,0.8438172936439514
Lepto,1.0
Lepto,0.06831918656826019
Lepto,0.9999845027923584
Lepto,0.03882797062397003
Lepto,0.024878906086087227
Lepto,0.9999904632568359
Lepto,0.07857884466648102
Lepto,0.9998154044151306
Lepto,0.2871495187282562
Lepto,0.08819173276424408
Lepto,0.5095797777175903
Lepto,0.8959003686904907
Lepto,0.010095436125993729
Lepto,0.07450632750988007
Lepto,0.9999876022338867
Lepto,0.9999986886978149
Lepto,0.20845939218997955
Lepto,0.11501612514257431
Lepto,0.6714209914207458
Lepto,0.6148363351821899
Lepto,0.032691795378923416
Lepto,0.32597997784614563
Lepto,0.9967004656791687
Lepto,0.8280803561210632
Lepto,0.21407830715179443
Lepto,0.32754355669021606
Lepto,0.9999886751174927
Lepto,0.017678895965218544
Lepto,0.9996864795684814
Lepto,0.3686361610889435
Lepto,0.9537251591682434
Lepto,0.9996868371963501
Lepto,0.1433912068605423
Lepto,0.9970075488090515
Lepto,0.9999998807907104
Lepto,0.9870451092720032
Lepto,0.9360747933387756
Lepto,0.8543863892555237
Lepto,0.12702885270118713
Lepto,0.9932717680931091
Lepto,0.9927119016647339
Lepto,0.22466975450515747
Lepto,0.17275303602218628
Lepto,0.34023937582969666
Lepto,0.9975141286849976
Lepto,0.9996980428695679
Lepto,0.7310383319854736
Lepto,0.999992847442627
Lepto,0.9999909400939941
Lepto,0.9999301433563232
Lepto,0.03065057471394539
Lepto,0.9999911785125732
Lepto,0.003360744332894683
Lepto,0.9999998807907104
Lepto,0.22832123935222626
Lepto,0.38699328899383545
Lepto,0.9474682211875916
Lepto,0.9991626739501953
Lepto,0.9996463060379028
Lepto,0.6297691464424133
Lepto,0.6852579116821289
Lepto,0.999982476234436
Lepto,0.16672056913375854
Lepto,0.12137790769338608
Lepto,0.9999639987945557
Lepto,0.9977967739105225
Lepto,0.9999872446060181
Lepto,0.9879897236824036
Lepto,0.9999973773956299
Lepto,0.5575036406517029
Lepto,0.08966191858053207
Lepto,0.9998229146003723
Lepto,0.07142244279384613
Lepto,0.3342050611972809
Lepto,0.03182721883058548
Lepto,0.1646053045988083
Lepto,0.9474409222602844
Lepto,0.2859189808368683
Lepto,0.9999516010284424
Lepto,0.9944353103637695
Lepto,0.6054741144180298
Lepto,0.9861087203025818
Lepto,0.8780782222747803
Lepto,0.9999555349349976
Lepto,0.2788003981113434
Lepto,0.3058018386363983
Lepto,0.29247719049453735
Lepto,0.8785093426704407
Lepto,0.0442466139793396
Lepto,0.9907626509666443
Lepto,0.013441645540297031
Lepto,0.632315456867218
Lepto,0.999915599822998
Lepto,0.8698241710662842
Lepto,0.8506630063056946
Lepto,0.41151919960975647
Lepto,0.028237443417310715
Lepto,0.9999624490737915
Lepto,0.9533886909484863
Lepto,0.9198892712593079
Lepto,0.013288446702063084
Lepto,0.6376436948776245
Lepto,0.9506266117095947
Lepto,0.9998447895050049
Lepto,0.32642388343811035
Lepto,0.8392212390899658
Lepto,0.4934678375720978
Lepto,0.6163156628608704
Lepto,0.9939168095588684
Lepto,0.12831752002239227
